Category,Product Name,Price,Rating,Link,Ships From,Sold By,Discount,Image URL
electronics,iQOO Z9s 5G (Onyx Green,"₹19,999.00","('4.1 out of 5 stars', '3')",https://www.amazon.in/iQOO-Storage-Ultra-Thin-Dimesity-Processor/dp/B07WFPL9PB/ref=zg_bs_g_electronics_d_sccl_18/257-6434182-2738106?psc=1,Amazon,Darshita Etel,-23%,https://m.media-amazon.com/images/I/61nO5YRaAxL._SX425_.jpg
electronics,boAt Airdopes 141,₹999.00,"('4.3 out of 5 stars', '2')",https://www.amazon.in/Airdopes-141-Playtime-Resistance-Bluetooth/dp/B09N3ZNHTY/ref=zg_bs_g_electronics_d_sccl_19/257-6434182-2738106?psc=1,Amazon,Clicktech Retail Private Ltd,-78%,https://m.media-amazon.com/images/I/71RFdy6y6LL._SY355_.jpg
electronics,realme NARZO N61 (Voyage Blue,"₹8,498.00","('3.8 out of 5 stars', '183')",https://www.amazon.in/realme-Storage-Comfort-Resistance-48-Month/dp/B0D947DTLT/ref=zg_bs_g_electronics_d_sccl_20/257-6434182-2738106?psc=1,Amazon,Darshita Etel,-23%,https://m.media-amazon.com/images/I/71r0Ysx+oVL._SX679_.jpg
electronics,Redmi A4 5G (Sparkle Purple,"₹8,498.00","('4.0 out of 5 stars', '1')",https://www.amazon.in/Redmi-Sparkle-Storage-Segment-Charging/dp/B0DLW427YG/ref=zg_bs_g_electronics_d_sccl_21/257-6434182-2738106?psc=1,Amazon,Darshita Mobiles,-23%,https://m.media-amazon.com/images/I/81XmCGfKlWL._SX425_.jpg
electronics,JBL C100SI Wired In Ear Headphones with Mic,₹599.00,"('4.3 out of 5 stars', '239 ratings')",https://www.amazon.in/JBL-C100SI-Ear-Headphones-Black/dp/B01DEWVZ2C/ref=zg_bs_g_electronics_d_sccl_23/257-6434182-2738106?psc=1,Amazon,Clicktech Retail Private Ltd,-54%,https://m.media-amazon.com/images/I/51Q8DUDT2eL._SY355_.jpg
electronics,boAt Airdopes 121 Pro Plus,₹999.00,"('4.2 out of 5 stars', '81')",https://www.amazon.in/boAt-Airdopes-121-Pro-Plus/dp/B0D49ZS9MT/ref=zg_bs_g_electronics_d_sccl_24/257-6434182-2738106?psc=1,Amazon,Clicktech Retail Private Ltd,-80%,https://m.media-amazon.com/images/I/61VbNTLERYL._SY355_.jpg
electronics,iQOO Z9 Lite 5G (Aqua Flow,"₹11,499.00","('4.1 out of 5 stars', '193')",https://www.amazon.in/iQOO-Storage-Dimensity-Camera-Charger/dp/B07WHSNYL5/ref=zg_bs_g_electronics_d_sccl_25/257-6434182-2738106?psc=1,Amazon,Darshita Etel,-26%,https://m.media-amazon.com/images/I/61WZicN+coL._SX679_.jpg
electronics,SAMSUNG EVO Plus 128GB Micro SDXC w/SD Adaptor,₹999.00,"('3.7 out of 5 stars', '2')",https://www.amazon.in/SAMSUNG-Adaptor-Expanded-Storage-MB-MC128SA/dp/B0CXJ2FTBR/ref=zg_bs_g_electronics_d_sccl_26/257-6434182-2738106?psc=1,Amazon,Clicktech Retail Private Ltd,-63%,https://m.media-amazon.com/images/I/61fkOHNmzpL._SX450_.jpg
electronics,boAt Bassheads 100 C Wired Earphones with Type-C Jack,₹549.00,"('4.0 out of 5 stars', '2')",https://www.amazon.in/boAt-Bassheads-100-Microphone-Compatibility/dp/B0D7PXB3SH/ref=zg_bs_g_electronics_d_sccl_27/257-6434182-2738106?psc=1,Amazon,Clicktech Retail Private Ltd,-72%,https://m.media-amazon.com/images/I/51oria-baXL._SY355_.jpg
electronics,boAt Rockerz 425 Bluetooth Wireless Over Ear Headphones with Mic Signature Sound,"₹1,099.00","('4.4 out of 5 stars', '2')",https://www.amazon.in/Rockerz-425-Bluetooth-Headphones-Signature/dp/B09QL3NQHX/ref=zg_bs_g_electronics_d_sccl_28/257-6434182-2738106?psc=1,Amazon,Clicktech Retail Private Ltd,-63%,https://m.media-amazon.com/images/I/61XvYOrqVeL._SY355_.jpg
electronics,Fujifilm Instax Mini Picture Format Film (20 Shots),"₹1,299.00","('4.1 out of 5 stars', '410')",https://www.amazon.in/Fujifilm-Instax-Picture-Format-SHOTS/dp/B0000C73CQ/ref=zg_bs_g_electronics_d_sccl_29/257-6434182-2738106?psc=1,Amazon,Clicktech Retail Private Ltd,-7%,https://m.media-amazon.com/images/I/51w7yu7wVnL._SX425_.jpg
electronics,Ambrane Unbreakable 3A Fast Charging 1.5m Braided Type C Cable for Smartphones,₹169.00,"('3.8 out of 5 stars', '2')",https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Cable/dp/B098NS6PVG/ref=zg_bs_g_electronics_d_sccl_30/257-6434182-2738106?psc=1,Amazon,Cocoblu Retail,-52%,https://m.media-amazon.com/images/I/61UzQMCRaeL._SX425_.jpg
